totalSteps,totalDistance,calendarDate,sleepTimeSeconds,napTimeSeconds,sleepStartTimestampLocal,sleepEndTimestampLocal,deepSleepSeconds,lightSleepSeconds,remSleepSeconds,awakeSleepSeconds,averageRespirationValue,lowestRespirationValue,highestRespirationValue,awakeCount,avgSleepStress,sleepScoreFeedback,sleepScores_overall,sleepScores_remPercentage,sleepScores_lightPercentage,sleepScores_deepPercentage,sleepScores_totalDuration_qualifierKey,sleepScores_stress_qualifierKey,sleepScores_awakeCount_qualifierKey,sleepScores_overall_qualifierKey,sleepScores_remPercentage_qualifierKey,sleepScores_remPercentage_idealStartInSeconds,sleepScores_remPercentage_idealEndInSeconds,sleepScores_restlessness_qualifierKey,sleepScores_lightPercentage_qualifierKey,sleepScores_lightPercentage_idealStartInSeconds,sleepScores_lightPercentage_idealEndInSeconds,sleepScores_deepPercentage_qualifierKey,sleepScores_deepPercentage_idealStartInSeconds,sleepScores_deepPercentage_idealEndInSeconds,bodyBatteryChange,restingHeartRate,hrv_baseline_lowUpper,hrv_baseline_balancedLow,hrv_baseline_balancedUpper,hrv_status,respiration_lowestRespirationValue,respiration_highestRespirationValue,respiration_avgSleepRespirationValue,stress_maxStressLevel,stress_avgStressLevel
7544,6292,5/16/2024,22920,0,1.71582E+12,1.71584E+12,3780,16680,2460,1500,14,11,17,2,12,NEGATIVE_RESTLESS,70,11,73,16,FAIR,EXCELLENT,FAIR,FAIR,POOR,4813.2,7105.2,FAIR,FAIR,6876,14668.8,GOOD,3667.2,7563.6,81,43,,,,,,,,,
4606,3793,5/17/2024,19800,0,1.7159E+12,1.71593E+12,2580,15960,1260,6720,14,10,18,3,22,NEGATIVE_SHORT_AND_POOR_QUALITY,52,6,81,13,POOR,FAIR,POOR,POOR,POOR,4158,6138,POOR,POOR,5940,12672,FAIR,3168,6534,57,48,,,,,,,,,
4016,3307,5/18/2024,40320,2880,1.71598E+12,1.71602E+12,6420,25140,8760,420,15,11,19,0,13,POSITIVE_OPTIMAL_STRUCTURE,93,22,62,16,EXCELLENT,EXCELLENT,EXCELLENT,EXCELLENT,GOOD,8467.2,12499.2,EXCELLENT,GOOD,12096,25804.8,GOOD,6451.2,13305.6,94,45,,,,,,,,,
17096,14579,5/19/2024,28680,6060,1.71607E+12,1.7161E+12,4020,21180,3480,1080,15,13,18,1,13,POSITIVE_LONG_AND_RECOVERING,84,12,74,14,EXCELLENT,EXCELLENT,GOOD,GOOD,FAIR,6022.8,8890.8,GOOD,FAIR,8604,18355.2,FAIR,4588.8,9464.4,62,45,,,,,,,,,
15559,12747,5/20/2024,35040,1440,1.71616E+12,1.71619E+12,2640,24360,8040,2040,14,10,18,1,15,POSITIVE_LONG_AND_REFRESHING,83,23,70,8,EXCELLENT,GOOD,FAIR,GOOD,EXCELLENT,7358.4,10862.4,FAIR,FAIR,10512,22425.6,FAIR,5606.4,11563.2,70,48,,,,,,,,,
6177,5087,5/21/2024,26460,0,1.71624E+12,1.71627E+12,3000,19680,3780,840,13,10,17,1,19,POSITIVE_LONG_AND_CONTINUOUS,81,14,74,11,EXCELLENT,FAIR,GOOD,GOOD,FAIR,5556.6,8202.6,GOOD,FAIR,7938,16934.4,FAIR,4233.6,8731.8,60,46,,,,,,,,,
4924,4111,5/23/2024,26940,0,1.71642E+12,1.71644E+12,5640,13500,7800,960,14,12,16,1,8,POSITIVE_HIGHLY_RECOVERING,91,29,50,21,GOOD,EXCELLENT,GOOD,EXCELLENT,EXCELLENT,5657.4,8351.4,GOOD,EXCELLENT,8082,17241.6,EXCELLENT,4310.4,8890.2,81,44,,,,,,,,,
8953,7373,5/24/2024,27660,1620,1.7165E+12,1.71653E+12,3780,17220,6660,660,14,10,16,0,8,POSITIVE_HIGHLY_RECOVERING,92,24,62,14,EXCELLENT,EXCELLENT,EXCELLENT,EXCELLENT,EXCELLENT,5808.6,8574.6,EXCELLENT,GOOD,8298,17702.4,FAIR,4425.6,9127.8,63,40,,,,,,,,,
20553,20223,5/25/2024,18660,6060,1.7166E+12,1.71662E+12,4320,13860,480,7560,15,10,19,5,40,NEGATIVE_SHORT_AND_POOR_QUALITY,35,3,74,23,POOR,POOR,POOR,POOR,POOR,3918.6,5784.6,POOR,FAIR,5598,11942.4,EXCELLENT,2985.6,6157.8,21,49,,,,,,,,,
22196,18259,5/26/2024,28680,0,1.71668E+12,1.71671E+12,4200,19620,4860,1500,14,8,19,1,15,POSITIVE_LONG_AND_RECOVERING,84,17,68,15,EXCELLENT,GOOD,GOOD,GOOD,FAIR,6022.8,8890.8,GOOD,FAIR,8604,18355.2,FAIR,4588.8,9464.4,74,49,,,,,,,,,
10253,12071,5/27/2024,28680,0,1.71676E+12,1.71679E+12,1800,20760,6120,1560,13,10,16,3,14,POSITIVE_LONG_AND_RECOVERING,79,21,72,6,EXCELLENT,GOOD,FAIR,FAIR,GOOD,6022.8,8890.8,FAIR,FAIR,8604,18355.2,FAIR,4588.8,9464.4,82,43,,,,,,,,,
4768,4016,5/28/2024,26580,660,1.71685E+12,1.71687E+12,2220,18300,6060,120,14,9,16,0,13,POSITIVE_LONG_AND_CONTINUOUS,85,23,69,8,GOOD,GOOD,EXCELLENT,GOOD,EXCELLENT,5581.8,8239.8,EXCELLENT,FAIR,7974,17011.2,FAIR,4252.8,8771.4,71,45,,,,,,,,,
37070,5809,5/29/2024,29160,0,1.71693E+12,1.71696E+12,7140,16560,5460,540,14,10,16,0,9,POSITIVE_HIGHLY_RECOVERING,95,19,57,24,EXCELLENT,EXCELLENT,EXCELLENT,EXCELLENT,FAIR,6123.6,9039.6,EXCELLENT,EXCELLENT,8748,18662.4,EXCELLENT,4665.6,9622.8,74,40,91,100,147,BALANCED,10,18,14,96,21
12595,36897,5/30/2024,28440,0,1.71702E+12,1.71705E+12,4680,17280,6480,240,14,11,17,0,12,POSITIVE_OPTIMAL_STRUCTURE,94,23,61,16,EXCELLENT,EXCELLENT,EXCELLENT,EXCELLENT,EXCELLENT,5972.4,8816.4,EXCELLENT,GOOD,8532,18201.6,GOOD,4550.4,9385.2,57,41,91,100,147,BALANCED,9,19,14,93,25
49892,36519,5/31/2024,32520,0,1.7171E+12,1.71714E+12,4500,20700,7320,1500,14,9,16,2,10,POSITIVE_LONG_AND_RECOVERING,88,23,64,14,EXCELLENT,EXCELLENT,FAIR,GOOD,EXCELLENT,6829.2,10081.2,FAIR,GOOD,9756,20812.8,FAIR,5203.2,10731.6,61,42,91,100,146,BALANCED,10,17,14,99,34
39702,30914,6/1/2024,21720,0,1.7172E+12,1.71722E+12,4860,14460,2400,2280,14,12,16,3,13,POSITIVE_DEEP,71,11,67,22,FAIR,GOOD,FAIR,FAIR,FAIR,4561.2,6733.2,FAIR,FAIR,6516,13900.8,EXCELLENT,3475.2,7167.6,61,44,89,99,147,BALANCED,10,18,14,99,34
8223,16451,6/2/2024,29820,2160,1.71728E+12,1.71732E+12,5220,21840,2760,3780,14,11,18,6,17,NEGATIVE_LONG_BUT_POOR_QUALITY,58,9,73,18,EXCELLENT,FAIR,POOR,POOR,POOR,6262.2,9244.2,POOR,FAIR,8946,19084.8,GOOD,4771.2,9840.6,85,45,89,98,146,BALANCED,9,19,14,99,24
22690,19274,6/3/2024,30591,0,1.71737E+12,1.7174E+12,3480,19320,7800,1500,14,9,17,1,17,POSITIVE_LONG_AND_REFRESHING,85,25,63,11,EXCELLENT,FAIR,GOOD,GOOD,EXCELLENT,6424.11,9483.21,FAIR,GOOD,9177.3,19578.24,FAIR,4894.56,10095.03,70,44,89,98,146,BALANCED,9,17,14,97,21
4860,29168,6/4/2024,30600,0,1.71745E+12,1.71748E+12,1920,24420,4260,840,14,10,20,1,8,POSITIVE_LONG_AND_RECOVERING,84,14,80,6,EXCELLENT,EXCELLENT,GOOD,GOOD,FAIR,6426,9486,GOOD,FAIR,9180,19584,FAIR,4896,10098,61,41,89,98,145,BALANCED,9,20,14,97,25
37071,29762,6/5/2024,27720,0,1.71754E+12,1.71756E+12,4920,15780,7020,720,13,9,16,1,6,POSITIVE_HIGHLY_RECOVERING,93,25,57,18,EXCELLENT,EXCELLENT,GOOD,EXCELLENT,EXCELLENT,5821.2,8593.2,GOOD,EXCELLENT,8316,17740.8,GOOD,4435.2,9147.6,61,40,89,98,145,BALANCED,10,18,13,96,21
53147,2117,6/6/2024,29460,0,1.71762E+12,1.71765E+12,3660,17580,8220,1320,13,9,16,1,10,POSITIVE_HIGHLY_RECOVERING,91,28,60,12,EXCELLENT,EXCELLENT,GOOD,EXCELLENT,EXCELLENT,6186.6,9132.6,GOOD,GOOD,8838,18854.4,FAIR,4713.6,9721.8,58,41,89,98,146,BALANCED,9,21,13,99,47
26478,16789,6/7/2024,14340,2160,1.71772E+12,1.71774E+12,3660,10680,0,1500,16,9,20,2,49,NEGATIVE_SHORT_AND_POOR_QUALITY,31,0,74,26,POOR,POOR,FAIR,POOR,POOR,3011.4,4445.4,FAIR,FAIR,4302,9177.6,EXCELLENT,2294.4,4732.2,16,41,89,98,145,BALANCED,8,20,16,96,28
56824,30531,6/8/2024,30840,1500,1.7178E+12,1.71783E+12,6180,15120,9540,120,13,8,17,0,4,POSITIVE_HIGHLY_RECOVERING,96,31,49,20,EXCELLENT,EXCELLENT,EXCELLENT,EXCELLENT,GOOD,6476.4,9560.4,EXCELLENT,EXCELLENT,9252,19737.6,EXCELLENT,4934.4,10177.2,63,39,89,98,145,BALANCED,9,19,13,99,22
5779,9592,6/9/2024,24480,0,1.71789E+12,1.71791E+12,2160,16920,5400,60,13,6,16,0,7,POSITIVE_RECOVERING,81,22,69,9,FAIR,EXCELLENT,EXCELLENT,GOOD,GOOD,5140.8,7588.8,EXCELLENT,FAIR,7344,15667.2,FAIR,3916.8,8078.4,62,41,89,98,145,BALANCED,6,20,13,100,34
31741,18155,6/10/2024,28500,0,1.71797E+12,1.718E+12,4080,20160,4260,1860,14,7,22,1,17,POSITIVE_LONG_AND_CONTINUOUS,82,15,71,14,EXCELLENT,FAIR,FAIR,GOOD,FAIR,5985,8835,FAIR,FAIR,8550,18240,FAIR,4560,9405,80,43,89,98,144,BALANCED,8,22,14,97,29
16087,36881,6/11/2024,25920,960,1.71806E+12,1.71808E+12,3300,18900,3720,600,12,7,16,1,14,POSITIVE_LONG_AND_CONTINUOUS,79,14,73,13,GOOD,GOOD,EXCELLENT,FAIR,FAIR,5443.2,8035.2,GOOD,FAIR,7776,16588.8,FAIR,4147.2,8553.6,74,42,90,99,143,BALANCED,7,16,12,96,21
5753,19067,6/12/2024,31260,0,1.71814E+12,1.71817E+12,4140,18300,8820,840,14,8,17,0,7,POSITIVE_HIGHLY_RECOVERING,93,28,59,13,EXCELLENT,EXCELLENT,EXCELLENT,EXCELLENT,EXCELLENT,6564.6,9690.6,EXCELLENT,EXCELLENT,9378,20006.4,FAIR,5001.6,10315.8,57,40,90,99,144,BALANCED,9,17,14,97,21
54644,17028,6/13/2024,21600,0,1.71823E+12,1.71826E+12,2820,14160,4620,1320,13,9,16,1,12,POSITIVE_RECOVERING,74,21,66,13,FAIR,EXCELLENT,GOOD,FAIR,GOOD,4536,6696,GOOD,FAIR,6480,13824,FAIR,3456,7128,57,44,90,99,144,BALANCED,9,18,13,99,33
42237,19422,6/14/2024,13920,6000,1.71833E+12,1.71835E+12,4080,9840,0,2460,14,10,19,3,39,NEGATIVE_SHORT_AND_POOR_QUALITY,36,0,71,29,POOR,POOR,FAIR,POOR,POOR,2923.2,4315.2,FAIR,FAIR,4176,8908.8,EXCELLENT,2227.2,4593.6,21,45,87,96,148,BALANCED,9,19,14,97,29
56234,40526,6/15/2024,29940,960,1.7184E+12,1.71843E+12,1800,19500,8640,180,14,10,17,0,8,POSITIVE_LONG_AND_RECOVERING,89,29,65,6,EXCELLENT,EXCELLENT,EXCELLENT,GOOD,EXCELLENT,6287.4,9281.4,EXCELLENT,FAIR,8982,19161.6,FAIR,4790.4,9880.2,69,42,87,97,149,BALANCED,9,19,14,98,26
2140,16675,6/16/2024,32820,0,1.71849E+12,1.71852E+12,4380,20880,7560,60,13,7,17,0,9,POSITIVE_HIGHLY_RECOVERING,94,23,64,13,EXCELLENT,EXCELLENT,EXCELLENT,EXCELLENT,EXCELLENT,6892.2,10174.2,EXCELLENT,GOOD,9846,21004.8,FAIR,5251.2,10830.6,73,41,87,97,149,BALANCED,7,18,13,96,30
47147,33647,6/17/2024,25800,0,1.71858E+12,1.71861E+12,3660,16740,5400,2460,14,9,19,2,17,POSITIVE_LONG_AND_REFRESHING,76,21,65,14,GOOD,FAIR,FAIR,FAIR,GOOD,5418,7998,FAIR,FAIR,7740,16512,FAIR,4128,8514,63,44,87,97,149,BALANCED,9,20,14,98,27
58321,41179,6/18/2024,19140,0,1.71867E+12,1.71869E+12,5460,10980,2700,420,14,9,17,1,7,POSITIVE_SHORT_BUT_RECOVERING,68,14,57,29,POOR,EXCELLENT,EXCELLENT,FAIR,FAIR,4019.4,5933.4,EXCELLENT,EXCELLENT,5742,12249.6,EXCELLENT,3062.4,6316.2,69,43,88,98,148,BALANCED,9,19,14,92,22
10272,35060,6/19/2024,20640,0,1.71875E+12,1.71877E+12,8460,6240,5940,0,13,9,18,0,6,POSITIVE_RECOVERING,76,29,30,41,FAIR,EXCELLENT,EXCELLENT,FAIR,EXCELLENT,4334.4,6398.4,EXCELLENT,GOOD,6192,13209.6,EXCELLENT,3302.4,6811.2,53,39,88,98,148,BALANCED,9,17,13,95,21
12936,10402,6/20/2024,36180,0,1.71883E+12,1.71887E+12,6840,22320,7020,1800,13,6,18,2,7,POSITIVE_LONG_AND_RECOVERING,88,19,62,19,EXCELLENT,EXCELLENT,FAIR,GOOD,FAIR,7597.8,11215.8,FAIR,GOOD,10854,23155.2,EXCELLENT,5788.8,11939.4,68,40,88,98,148,BALANCED,6,18,13,95,23
60170,30107,6/23/2024,32100,6840,1.7191E+12,1.71913E+12,3000,21300,7800,3540,14,9,18,3,10,NEGATIVE_LONG_BUT_DISCONTINUOUS,77,24,66,9,EXCELLENT,EXCELLENT,POOR,FAIR,EXCELLENT,6741,9951,POOR,FAIR,9630,20544,FAIR,5136,10593,76,45,86,96,150,BALANCED,8,18,14,98,22
20297,32420,6/24/2024,30600,0,1.71918E+12,1.71921E+12,4080,20700,5820,1140,13,8,17,2,9,POSITIVE_LONG_AND_RECOVERING,87,19,68,13,EXCELLENT,EXCELLENT,FAIR,GOOD,FAIR,6426,9486,FAIR,FAIR,9180,19584,FAIR,4896,10098,64,41,86,96,150,BALANCED,9,17,13,98,27
39926,27078,6/25/2024,18180,0,1.71927E+12,1.71929E+12,2520,12420,3240,840,12,9,16,1,17,POSITIVE_CALM,71,18,68,14,FAIR,FAIR,GOOD,FAIR,FAIR,3817.8,5635.8,GOOD,FAIR,5454,11635.2,FAIR,2908.8,5999.4,48,45,87,97,149,BALANCED,8,16,12,95,40
27980,11202,6/26/2024,24120,2940,1.71935E+12,1.71938E+12,4920,16800,2400,2760,12,6,16,4,27,NEGATIVE_DISCONTINUOUS,62,10,70,20,FAIR,POOR,POOR,FAIR,POOR,5065.2,7477.2,POOR,FAIR,7236,15436.8,EXCELLENT,3859.2,7959.6,52,47,87,97,150,BALANCED,6,20,12,98,28
46298,17392,6/27/2024,33060,0,1.71943E+12,1.71947E+12,6600,19140,7320,720,13,5,18,1,18,POSITIVE_OPTIMAL_STRUCTURE,90,22,58,20,EXCELLENT,FAIR,GOOD,EXCELLENT,GOOD,6942.6,10248.6,EXCELLENT,EXCELLENT,9918,21158.4,EXCELLENT,5289.6,10909.8,80,46,87,98,151,BALANCED,5,17,13,98,50
55988,37923,6/28/2024,23040,0,1.71953E+12,1.71956E+12,4320,18720,0,3240,14,8,18,3,39,NEGATIVE_NOT_RESTORATIVE,46,0,81,19,FAIR,POOR,POOR,POOR,POOR,4838.4,7142.4,FAIR,POOR,6912,14745.6,EXCELLENT,3686.4,7603.2,33,49,87,98,151,UNBALANCED,8,18,14,96,34
48026,34005,6/30/2024,30201,3600,1.7197E+12,1.71973E+12,3540,22800,3900,720,14,9,23,1,13,POSITIVE_LONG_AND_RECOVERING,84,13,75,12,EXCELLENT,GOOD,GOOD,GOOD,FAIR,6342.21,9362.31,GOOD,FAIR,9060.3,19328.64,FAIR,4832.16,9966.33,77,43,87,97,151,UNBALANCED,8,23,14,99,20
31742,27336,7/1/2024,31200,0,1.71979E+12,1.71982E+12,4920,19680,6600,300,13,8,16,0,7,POSITIVE_HIGHLY_RECOVERING,93,21,63,16,EXCELLENT,EXCELLENT,EXCELLENT,EXCELLENT,GOOD,6552,9672,EXCELLENT,GOOD,9360,19968,GOOD,4992,10296,47,40,88,98,151,UNBALANCED,9,16,13,93,24
3400,6074,7/2/2024,22320,0,1.71987E+12,1.7199E+12,3720,15240,3360,360,13,9,17,0,9,POSITIVE_RECOVERING,82,15,68,17,FAIR,EXCELLENT,EXCELLENT,GOOD,FAIR,4687.2,6919.2,EXCELLENT,FAIR,6696,14284.8,GOOD,3571.2,7365.6,60,40,88,98,149,UNBALANCED,9,17,13,96,20
33329,13263,7/3/2024,27180,0,1.71996E+12,1.71998E+12,6720,14820,5640,480,14,9,16,0,12,POSITIVE_OPTIMAL_STRUCTURE,91,21,55,25,GOOD,EXCELLENT,EXCELLENT,EXCELLENT,GOOD,5707.8,8425.8,EXCELLENT,EXCELLENT,8154,17395.2,EXCELLENT,4348.8,8969.4,64,38,88,97,149,BALANCED,9,16,14,98,29
29247,38726,7/4/2024,32340,720,1.72004E+12,1.72008E+12,5640,20640,6060,1800,13,8,16,2,6,POSITIVE_LONG_AND_RECOVERING,88,19,64,17,EXCELLENT,EXCELLENT,FAIR,GOOD,FAIR,6791.4,10025.4,FAIR,GOOD,9702,20697.6,GOOD,5174.4,10672.2,69,38,88,97,148,BALANCED,8,17,13,95,24
50913,2192,7/5/2024,20580,0,1.72014E+12,1.72016E+12,3060,12960,4560,660,14,8,16,1,14,POSITIVE_CONTINUOUS,72,22,63,15,FAIR,GOOD,GOOD,FAIR,GOOD,4321.8,6379.8,GOOD,GOOD,6174,13171.2,FAIR,3292.8,6791.4,55,42,86,96,149,BALANCED,8,23,14,96,47
25094,27725,7/6/2024,11100,5700,1.72027E+12,1.72028E+12,5040,4620,1440,120,13,9,17,0,25,POSITIVE_SHORT_BUT_DEEP,41,13,42,45,POOR,FAIR,EXCELLENT,POOR,FAIR,2331,3441,EXCELLENT,EXCELLENT,3330,7104,EXCELLENT,1776,3663,28,44,86,96,149,BALANCED,9,23,13,98,43
45099,26993,7/8/2024,32396,0,1.72039E+12,1.72042E+12,3060,23880,5460,0,14,8,21,0,8,POSITIVE_LONG_AND_RECOVERING,88,17,74,9,EXCELLENT,EXCELLENT,EXCELLENT,GOOD,FAIR,6803.16,10042.76,EXCELLENT,FAIR,9718.8,20733.44,FAIR,5183.36,10690.68,72,43,86,96,148,BALANCED,9,21,14,99,18
13030,36280,7/9/2024,23580,0,1.72048E+12,1.7205E+12,660,17760,5160,0,13,9,16,0,8,NEGATIVE_LIGHT,67,22,75,3,FAIR,EXCELLENT,EXCELLENT,FAIR,GOOD,4951.8,7309.8,EXCELLENT,FAIR,7074,15091.2,POOR,3772.8,7781.4,51,40,87,97,147,BALANCED,9,19,13,98,37
21288,5164,7/10/2024,18540,0,1.72057E+12,1.72059E+12,3420,12480,2640,420,13,9,18,1,14,POSITIVE_SHORT_BUT_CALM,65,14,67,18,POOR,GOOD,EXCELLENT,FAIR,FAIR,3893.4,5747.4,EXCELLENT,FAIR,5562,11865.6,EXCELLENT,2966.4,6118.2,54,41,87,97,148,BALANCED,6,19,13,98,25
44125,26430,7/11/2024,26280,0,1.72065E+12,1.72068E+12,3720,17040,5520,360,11,6,16,0,12,POSITIVE_LONG_AND_CONTINUOUS,86,21,65,14,GOOD,EXCELLENT,EXCELLENT,GOOD,GOOD,5518.8,8146.8,EXCELLENT,FAIR,7884,16819.2,FAIR,4204.8,8672.4,68,40,87,97,149,BALANCED,8,17,11,96,21
30716,40973,7/12/2024,37560,0,1.72073E+12,1.72077E+12,7680,22620,7260,420,13,9,17,0,7,POSITIVE_HIGHLY_RECOVERING,95,19,60,20,EXCELLENT,EXCELLENT,EXCELLENT,EXCELLENT,FAIR,7887.6,11643.6,EXCELLENT,GOOD,11268,24038.4,EXCELLENT,6009.6,12394.8,58,39,88,98,149,BALANCED,8,17,13,92,21
45552,33280,7/13/2024,28800,0,1.72083E+12,1.72086E+12,3540,19740,5520,1680,14,9,17,2,9,POSITIVE_LONG_AND_RECOVERING,85,19,69,12,EXCELLENT,EXCELLENT,FAIR,GOOD,FAIR,6048,8928,FAIR,FAIR,8640,18432,FAIR,4608,9504,61,39,87,97,149,BALANCED,9,20,14,98,37
18335,22072,7/14/2024,21120,6300,1.72092E+12,1.72095E+12,2340,15240,3540,6480,13,6,17,5,25,NEGATIVE_POOR_STRUCTURE,49,17,72,11,FAIR,FAIR,POOR,POOR,FAIR,4435.2,6547.2,POOR,FAIR,6336,13516.8,FAIR,3379.2,6969.6,41,44,87,97,150,BALANCED,6,21,13,99,35
26174,1968,7/15/2024,24840,0,1.721E+12,1.72103E+12,2460,18360,4020,780,14,7,17,1,10,POSITIVE_RECOVERING,78,16,74,10,FAIR,EXCELLENT,GOOD,FAIR,FAIR,5216.4,7700.4,GOOD,FAIR,7452,15897.6,FAIR,3974.4,8197.2,79,43,87,97,149,BALANCED,7,17,14,98,35
19265,23516,7/16/2024,19080,0,1.72109E+12,1.72111E+12,2280,12180,4620,540,13,8,17,0,15,POSITIVE_REFRESHING,74,24,64,12,FAIR,GOOD,EXCELLENT,FAIR,EXCELLENT,4006.8,5914.8,EXCELLENT,GOOD,5724,12211.2,FAIR,3052.8,6296.4,57,43,88,97,150,BALANCED,8,17,13,95,40
19494,19326,7/17/2024,23520,0,1.72117E+12,1.72119E+12,5400,11640,6480,180,14,11,16,0,10,POSITIVE_RECOVERING,84,28,49,23,FAIR,EXCELLENT,EXCELLENT,GOOD,EXCELLENT,4939.2,7291.2,EXCELLENT,EXCELLENT,7056,15052.8,EXCELLENT,3763.2,7761.6,86,42,88,98,149,BALANCED,9,20,14,92,26
43748,38182,7/18/2024,28800,0,1.72125E+12,1.72128E+12,4380,18180,6240,1620,14,11,17,2,14,POSITIVE_LONG_AND_RECOVERING,86,22,63,15,EXCELLENT,GOOD,FAIR,GOOD,GOOD,6048,8928,FAIR,GOOD,8640,18432,FAIR,4608,9504,72,41,88,98,150,BALANCED,9,17,14,99,43
50359,6724,7/20/2024,33300,0,1.72143E+12,1.72146E+12,2820,21900,8580,300,14,9,16,0,14,POSITIVE_LONG_AND_REFRESHING,89,26,66,8,EXCELLENT,GOOD,EXCELLENT,GOOD,EXCELLENT,6993,10323,EXCELLENT,FAIR,9990,21312,FAIR,5328,10989,87,43,89,99,152,BALANCED,9,18,14,99,43
58494,29632,7/22/2024,27000,0,1.7216E+12,1.72163E+12,3540,17640,5820,0,15,11,21,0,7,POSITIVE_LONG_AND_RECOVERING,88,22,65,13,GOOD,EXCELLENT,EXCELLENT,GOOD,GOOD,5670,8370,EXCELLENT,FAIR,8100,17280,FAIR,4320,8910,84,41,88,98,151,UNBALANCED,9,21,15,98,25
39211,27845,7/23/2024,25440,0,1.72169E+12,1.72171E+12,6480,13260,5700,1080,14,9,17,2,12,POSITIVE_DEEP,83,22,52,25,FAIR,EXCELLENT,FAIR,GOOD,GOOD,5342.4,7886.4,FAIR,EXCELLENT,7632,16281.6,EXCELLENT,4070.4,8395.2,74,41,88,98,151,UNBALANCED,9,21,14,99,35
47266,10839,7/24/2024,25560,0,1.72177E+12,1.7218E+12,5040,12480,8040,0,14,10,17,0,17,POSITIVE_CONTINUOUS,83,31,49,20,FAIR,FAIR,EXCELLENT,GOOD,FAIR,5367.6,7923.6,EXCELLENT,EXCELLENT,7668,16358.4,EXCELLENT,4089.6,8434.8,82,41,89,99,151,UNBALANCED,9,20,14,99,36
